FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP0216,BFR008,BFA081,Nycteribiidae,Basilia,Basilia speiseri,Basilia speiseri,NA,1,NA,NA,1
BFFPOP0217,BFR009,BFA082,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,26,NA,NA,26
BFFPOP0218,BFR009,BFA082,Streblidae,Strebla,Strebla carvalhoi,Strebla carvalhoi,NA,33,NA,NA,33
BFFPOP0219,BFR009,BFA082,Streblidae,Trichobius,Trichobius propinquus,Trichobius propinquus,NA,9,NA,NA,9
BFFPOP0220,BFR009,BFA082,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,3,NA,NA,3
BFFPOP0221,BFR009,BFA082,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,7,NA,NA,7
BFFPOP0222,BFR009,BFA082,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,246,NA,NA,246
BFFPOP0223,BFR009,BFA082,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,1,NA,NA,1
BFFPOP0224,BFR009,BFA082,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,21,NA,NA,21
BFFPOP0225,BFR009,BFA082,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,19,NA,NA,19
BFFPOP0226,BFR009,BFA082,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,43,NA,NA,43
BFFPOP0227,BFR009,BFA082,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,322,NA,NA,322
BFFPOP0228,BFR009,BFA082,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,NA,NA,1
BFFPOP0229,BFR009,BFA082,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,1,NA,NA,1
BFFPOP0230,BFR009,BFA082,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,NA,NA,2
BFFPOP0231,BFR009,BFA082,Streblidae,Strebla,Strebla mirabilis,Strebla mirabilis,NA,5,NA,NA,5
BFFPOP0232,BFR009,BFA082,Streblidae,Trichobius,Trichobius sp (parasiticus complex),Trichobius parasiticus complex,NA,1,NA,NA,1
BFFPOP0233,BFR009,BFA082,Streblidae,NA,Streblidae,Streblidae,NA,2,NA,NA,2
BFFPOP0234,BFR009,BFA082,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,15,NA,NA,15
BFFPOP0235,BFR009,BFA082,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,14,NA,NA,14
BFFPOP0236,BFR009,BFA082,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,22,NA,NA,22
BFFPOP0237,BFR009,BFA082,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,40,NA,NA,40
BFFPOP0238,BFR009,BFA082,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,3,NA,NA,3
BFFPOP0239,BFR010,BFA083,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,208,NA,NA,208
BFFPOP0240,BFR010,BFA083,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,88,NA,NA,88
BFFPOP0241,BFR010,BFA083,Streblidae,Trichobius,Trichobius anducei,Trichobius anducei,NA,76,NA,NA,76
BFFPOP0242,BFR010,BFA083,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,90,NA,NA,90
BFFPOP0243,BFR010,BFA083,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,1092,NA,NA,1092
BFFPOP0244,BFR010,BFA083,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,400,NA,NA,400
BFFPOP0245,BFR010,BFA083,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,22,NA,NA,22
BFFPOP0246,BFR010,BFA083,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,38,NA,NA,38
BFFPOP0247,BFR010,BFA083,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,15,NA,NA,15
BFFPOP0248,BFR010,BFA083,Streblidae,Trichobius,Trichobius sp. 1,Trichobius sp. 1,NA,2,NA,NA,2
BFFPOP0249,BFR010,BFA083,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,4,NA,NA,40
BFFPOP0250,BFR010,BFA083,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,80,NA,NA,80
BFFPOP0251,BFR010,BFA083,Streblidae,Strebla,Strebla cf. carvalhoi,Strebla cf. carvalhoi,NA,2,NA,NA,2
BFFPOP0252,BFR010,BFA083,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,16,NA,NA,16
BFFPOP0253,BFR010,BFA083,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,4,NA,NA,4
BFFPOP0254,BFR010,BFA083,Streblidae,Strebla,Strebla mirabilis,Strebla mirabilis,NA,5,NA,NA,5
BFFPOP0255,BFR010,BFA083,Streblidae,Trichobius,Trichobius dugesioides dugesioides,Trichobius dugesioides,dugesioides,227,NA,NA,227
BFFPOP0256,BFR010,BFA083,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,NA,NA,1
BFFPOP0257,BFR010,BFA083,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,1,NA,NA,1
BFFPOP0258,BFR010,BFA083,Streblidae,Pseudostrebla,Pseudostrebla greenwelli,Pseudostrebla greenwelli,NA,1,NA,NA,1
BFFPOP0259,BFR010,BFA083,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,2,NA,NA,2
BFFPOP0260,BFR010,BFA083,Streblidae,Strebla,Strebla galindoi,Strebla galindoi,NA,10,NA,NA,10
BFFPOP0261,BFR010,BFA083,Streblidae,Strebla,Strebla altmani,Strebla altmani,NA,2,NA,NA,2
BFFPOP0262,BFR010,BFA083,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,7,NA,NA,7
BFFPOP0263,BFR010,BFA083,Streblidae,Trichobius,Trichobius cf. persimilis,Trichobius cf. persimilis,NA,2,NA,NA,2
BFFPOP0264,BFR010,BFA084,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,16,NA,NA,16
BFFPOP0265,BFR010,BFA084,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,73,NA,NA,73
BFFPOP0266,BFR010,BFA084,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,31,NA,NA,3
BFFPOP0267,BFR010,BFA084,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,15,NA,NA,15
BFFPOP0268,BFR010,BFA084,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,12,NA,NA,12
BFFPOP0269,BFR010,BFA084,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,93,NA,NA,93
BFFPOP0270,BFR010,BFA084,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,4,NA,NA,4
BFFPOP0271,BFR010,BFA084,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,23,NA,NA,23
BFFPOP0272,BFR010,BFA084,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,26,NA,NA,26
BFFPOP0273,BFR010,BFA084,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,4,NA,NA,4
BFFPOP0274,BFR010,BFA084,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,39,NA,NA,39
BFFPOP0275,BFR010,BFA084,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,1,NA,NA,1
BFFPOP0276,BFR010,BFA084,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,NA,NA,1
BFFPOP0277,BFR010,BFA084,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,2,NA,NA,2
BFFPOP0278,BFR010,BFA084,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,24,NA,NA,24
BFFPOP0279,BFR010,BFA085,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,84,NA,NA,84
BFFPOP0280,BFR010,BFA085,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,88,NA,NA,88
BFFPOP0281,BFR010,BFA085,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,7,NA,NA,7
BFFPOP0282,BFR010,BFA085,Streblidae,Strebla,Strebla sp.,Strebla sp.,NA,4,NA,NA,4
BFFPOP0283,BFR010,BFA085,Streblidae,Trichobius,Trichobius lonchophyllae,Trichobius lonchophyllae,NA,171,NA,NA,171
BFFPOP0284,BFR010,BFA085,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,NA,NA,2
BFFPOP0285,BFR010,BFA085,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,30,NA,NA,30
BFFPOP0286,BFR010,BFA085,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,29,NA,NA,29
BFFPOP0287,BFR010,BFA085,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,27,NA,NA,27
BFFPOP0288,BFR010,BFA085,Streblidae,Trichobius,Trichobius sp. 3,Trichobius sp. 3,NA,107,NA,NA,107
BFFPOP0289,BFR010,BFA085,Streblidae,NA,Streblidae,Streblidae,NA,3,NA,NA,3
BFFPOP0290,BFR010,BFA085,Streblidae,Trichobius,Trichobius sp. 2,Trichobius sp. 2,NA,64,NA,NA,64
BFFPOP0291,BFR010,BFA085,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,19,NA,NA,19
BFFPOP0292,BFR010,BFA085,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,29,NA,NA,29
BFFPOP0293,BFR010,BFA085,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,18,NA,NA,18
BFFPOP0294,BFR010,BFA085,Streblidae,Trichobius,Trichobius propinquus,Trichobius propinquus,NA,4,NA,NA,4
BFFPOP0295,BFR010,BFA085,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,2,NA,NA,2
BFFPOP0296,BFR010,BFA085,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,169,NA,NA,169
BFFPOP0297,BFR010,BFA085,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,5,NA,NA,5
BFFPOP0298,BFR010,BFA085,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,27,NA,NA,27
BFFPOP0299,BFR010,BFA085,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,15,NA,NA,15
BFFPOP0300,BFR010,BFA085,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,9,NA,NA,9
BFFPOP0301,BFR010,BFA085,Streblidae,Nycterophilia,Nycterophilia parnelli,Nycterophilia parnelli,NA,1,NA,NA,1
BFFPOP0302,BFR010,BFA085,Streblidae,Trichobius,Trichobius sp. 4,Trichobius sp. 4,NA,16,NA,NA,16
BFFPOP0303,BFR010,BFA085,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,NA,NA,3
BFFPOP0304,BFR011,BFA086,Streblidae,Strebla,Strebla proxima,Strebla proxima,NA,2,1,1,0
BFFPOP0305,BFR012,BFA087,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,6,3,3,0
BFFPOP0306,BFR012,BFA087,Nycteribiidae,Basilia,Basilia anceps,Basilia anceps,NA,1,1,0,0
BFFPOP0307,BFR012,BFA087,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,5,5,0,0
BFFPOP0308,BFR012,BFA087,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,2,5,0
BFFPOP0309,BFR012,BFA087,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,0,1,0
BFFPOP0310,BFR012,BFA087,Streblidae,Noctiliostrebla,Noctiliostrebla sp.,Noctiliostrebla sp.,NA,2,2,0,0
BFFPOP0311,BFR012,BFA087,Streblidae,Paradyschiria,Paradyschiria fusca,Paradyschiria fusca,NA,5,2,3,0
BFFPOP0312,BFR012,BFA087,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,0,1,0
BFFPOP0313,BFR012,BFA087,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,13,5,7,1
BFFPOP0314,BFR012,BFA087,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,15,8,7,0
BFFPOP0315,BFR012,BFA087,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,3,3,0,0
BFFPOP0316,BFR012,BFA088,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,3,1,2,0
BFFPOP0317,BFR012,BFA088,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,1,0,0
BFFPOP0318,BFR012,BFA088,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,0,1,0
BFFPOP0319,BFR012,BFA088,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,1,1,0,0
BFFPOP0320,BFR012,BFA088,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,10,4,6,0
BFFPOP0321,BFR012,BFA089,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,3,2,1,0
BFFPOP0322,BFR012,BFA089,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,1,3,0
BFFPOP0323,BFR012,BFA089,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,9,3,6,0
BFFPOP0324,BFR012,BFA089,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,8,0,8,0
BFFPOP0325,BFR012,BFA090,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,2,1,1,0
BFFPOP0326,BFR012,BFA090,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,3,1,2,0
BFFPOP0327,BFR012,BFA090,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,1,0,0
BFFPOP0328,BFR012,BFA090,Streblidae,Paradyschiria,Paradyschiria fusca,Paradyschiria fusca,NA,1,0,1,0
BFFPOP0329,BFR012,BFA090,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,1,0,1,0
BFFPOP0330,BFR012,BFA090,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,3,1,2,0
BFFPOP0331,BFR012,BFA090,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,3,2,1,0
BFFPOP0332,BFR012,BFA091,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,15,5,10,0
BFFPOP0333,BFR012,BFA091,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,3,0,3,0
BFFPOP0334,BFR012,BFA091,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,2,1,1,0
BFFPOP0335,BFR012,BFA091,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,13,4,9,0
BFFPOP0336,BFR012,BFA091,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,1,0,1,0
BFFPOP0337,BFR012,BFA092,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,5,2,3,0
BFFPOP0338,BFR012,BFA092,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,8,0,8,0
BFFPOP0339,BFR012,BFA093,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,1,0,1,0
BFFPOP0340,BFR012,BFA093,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,2,2,0,0
BFFPOP0341,BFR012,BFA093,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,1,6,0
BFFPOP0342,BFR012,BFA093,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,3,1,2,0
BFFPOP0343,BFR012,BFA094,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,0,1,0
BFFPOP0344,BFR012,BFA095,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,1,0,1,0
BFFPOP0345,BFR012,BFA095,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,6,2,4,0
BFFPOP0346,BFR012,BFA095,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,3,4,0
BFFPOP0347,BFR012,BFA095,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,2,0,2,0
BFFPOP0348,BFR012,BFA095,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,1,0,1,0
BFFPOP0349,BFR012,BFA096,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,1,0,1,0
BFFPOP0350,BFR012,BFA096,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,0,2,0
BFFPOP0351,BFR012,BFA096,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,4,2,2,0
BFFPOP0352,BFR012,BFA097,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,0,1,0
BFFPOP0353,BFR013,BFA098,Nycteribiidae,Basilia,Basilia hughscotti,Basilia hughscotti,NA,2,1,1,0
BFFPOP0354,BFR014,BFA099,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,5,0,0,5
BFFPOP0355,BFR014,BFA099,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,20,0,0,20
BFFPOP0356,BFR014,BFA099,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,6,0,0,6
BFFPOP0357,BFR014,BFA099,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,50,0,0,50
BFFPOP0358,BFR014,BFA099,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,6,0,0,6
BFFPOP0359,BFR014,BFA099,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,54,0,0,54
BFFPOP0360,BFR014,BFA099,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,20,0,0,20
BFFPOP0361,BFR014,BFA099,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,0,0,2
BFFPOP0362,BFR014,BFA099,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,0,0,1
BFFPOP0363,BFR014,BFA099,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,0,0,1
BFFPOP0364,BFR014,BFA099,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,5,0,0,5
BFFPOP0365,BFR014,BFA099,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,8,0,0,8
BFFPOP0366,BFR014,BFA099,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,25,0,0,25
BFFPOP0367,BFR014,BFA099,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,NA,8,0,0,8
BFFPOP0368,BFR014,BFA099,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,3,0,0,3
BFFPOP0369,BFR014,BFA099,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,82,0,0,82
BFFPOP0370,BFR014,BFA099,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,13,0,0,13
BFFPOP0371,BFR014,BFA099,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,31,0,0,31
BFFPOP0372,BFR014,BFA099,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,10,0,0,10
BFFPOP0373,BFR014,BFA099,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,0,0,1
BFFPOP0374,BFR015,BFA100,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,15,6,9,0
BFFPOP0375,BFR015,BFA100,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,24,10,16,3
BFFPOP0376,BFR015,BFA100,Streblidae,Anatrichobius,Anatrichobius passosi,Anatrichobius passosi,NA,7,5,2,0
BFFPOP0377,BFR015,BFA100,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,12,3,7,2
BFFPOP0378,BFR015,BFA100,Nycteribiidae,Basilia,Basilia andersoni,Basilia andersoni,NA,11,NA,NA,11
BFFPOP0379,BFR015,BFA100,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,2,NA,NA,2
BFFPOP0380,BFR015,BFA100,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,1,NA,NA,1
BFFPOP0381,BFR015,BFA100,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,1,NA,NA,1
BFFPOP0382,BFR015,BFA100,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,NA,NA,NA,NA
BFFPOP0383,BFR015,BFA100,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,17,8,9,0
BFFPOP0384,BFR015,BFA100,Streblidae,Joblingia,Joblingia sp.,Joblingia sp.,NA,2,0,2,0
BFFPOP0385,BFR015,BFA100,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,22,8,13,1
BFFPOP0386,BFR015,BFA100,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,109,50,53,3
BFFPOP0387,BFR015,BFA100,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,5,3,2,0
BFFPOP0388,BFR015,BFA100,Streblidae,Paraeuctenodes,Paraeuctenodes similis,Paraeuctenodes similis,NA,31,9,19,3
BFFPOP0389,BFR015,BFA100,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,75,24,45,5
BFFPOP0390,BFR015,BFA100,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,2,0,0
BFFPOP0391,BFR015,BFA100,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,NA,3,0,3,0
BFFPOP0392,BFR015,BFA100,Streblidae,Trichobius,Trichobius furmani,Trichobius furmani,NA,1,1,0,0
BFFPOP0393,BFR015,BFA100,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,60,22,35,2
BFFPOP0394,BFR015,BFA100,Streblidae,Trichobius,Trichobius phyllostomae,Trichobius phyllostomae,NA,19,8,10,1
BFFPOP0395,BFR015,BFA100,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,3,0,2,0
BFFPOP0396,BFR015,BFA100,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,11,3,7,1
BFFPOP0397,BFR016,BFA101,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,43,0,0,43
BFFPOP0398,BFR016,BFA101,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,13,0,0,13
BFFPOP0399,BFR016,BFA101,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,34,0,0,34
BFFPOP0400,BFR016,BFA101,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,6,0,0,6
BFFPOP0401,BFR016,BFA101,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,15,0,0,15
BFFPOP0402,BFR016,BFA101,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,101,0,0,101
BFFPOP0403,BFR016,BFA101,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,1,0,0,1
BFFPOP0404,BFR016,BFA101,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,12,0,0,12
BFFPOP0405,BFR016,BFA101,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,16,0,0,16
BFFPOP0406,BFR016,BFA101,Streblidae,Trichobius,Trichobius silvicolae,Trichobius silvicolae,NA,3,0,0,3
BFFPOP0407,BFR016,BFA101,Nycteribiidae,Basilia,Basilia travassosi,Basilia travassosi,NA,7,0,0,7
BFFPOP0408,BFR016,BFA101,Nycteribiidae,Basilia,Basilia anceps,Basilia anceps,NA,2,0,0,2
BFFPOP0409,BFR016,BFA101,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,1,0,0,1
BFFPOP0410,BFR016,BFA101,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,2,0,0,2
BFFPOP0411,BFR016,BFA101,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,10,0,0,10
BFFPOP0412,BFR017,BFA102,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,2,0,0,2
BFFPOP0413,BFR017,BFA102,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,0,0,4
BFFPOP0414,BFR017,BFA102,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,4,0,0,4
BFFPOP0415,BFR017,BFA102,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,11,0,0,11
BFFPOP0416,BFR017,BFA102,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,0,0,1
BFFPOP0417,BFR017,BFA102,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,79,0,0,79
BFFPOP0418,BFR017,BFA102,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,28,0,0,28
BFFPOP0419,BFR017,BFA103,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,0,0,4
BFFPOP0420,BFR017,BFA103,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,110,0,0,110
BFFPOP0421,BFR017,BFA103,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,27,0,0,27
BFFPOP0422,BFR017,BFA103,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,2,0,0,2
BFFPOP0423,BFR017,BFA103,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,25,0,0,25
BFFPOP0424,BFR017,BFA103,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,0,1
BFFPOP0425,BFR017,BFA103,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,0,0,1
BFFPOP0426,BFR017,BFA103,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,NA,4,0,0,4
BFFPOP0427,BFR017,BFA103,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,1,0,0,1
BFFPOP0428,BFR017,BFA103,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,15,0,0,15
BFFPOP0429,BFR017,BFA103,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,16,0,0,16
